1,4,0,100
1,3,1,100
1,2,1,100
3,1,1,200
1,0,5,300
1,5,0,100
4,1,0,200
4,1,1,200
5,0,0,200
3,1,0,200
1,0,4,300
1,2,1,100
0,2,3,300
0,3,2,100
1,4,0,100
0,0,4,300
5,0,0,200
2,2,3,300
0,5,0,100
1,2,0,100
0,2,1,100
0,2,1,100
0,0,4,300
1,2,2,100
0,2,4,300
1,2,0,100
0,2,3,300
0,2,3,300
0,2,3,300
0,4,1,100
1,3,1,100
