4,1,0,100
1,4,0,200
5,0,0,100
1,4,0,200
5,0,0,100
2,3,0,200
3,2,0,100
0,0,5,300
0,1,4,300
3,2,0,100
3,1,1,100
5,0,0,100
1,1,3,300
0,1,4,300
0,2,3,300
0,4,1,200
0,3,2,200
0,5,0,200
4,1,0,100
5,0,0,100
5,0,0,100
5,0,0,100
0,0,5,300
1,1,3,300
4,1,0,100
2,2,1,200
3,2,0,100
3,2,0,100

